entrez,Human
280408,83547
269344,80237
70103,10467
102640920,79037
12506,962
59011,58529
245049,25924
71601,125931
216565,23301
214597,51092
239766,132112
170571,85445
14685,2779
246154,114990
69288,9886
72393,23017
66949,286827
71703,51566
20534,22950
67839,26086
56699,23580
228911,128553
235281,55800
18209,4917
216001,10367
65103,151188
30935,64222
13614,1906
52690,84193
223775,415116
215798,57211
93694,29121
242620,63950
116873,57620
18720,8394
17986,4693
102371,100820829
105278,23552
246710,23221
70450,201294
171469,9283
74281,375686
56743,7462
70433,374946
20607,6753
74490,284358
71972,23268
59032,55012
333088,375616
216285,8092
53626,3642
242726,353238
237052,9338
381695,10443
59049,51310
330483,388551
104625,57472
